state,Lake, lake.region,Latitude,Longitude,Elevation.(m),yr.sampled,season,month,TOD,TOD.Detail,number.sites,sample.times,min.depth,max.depth,ave.den.per.m2,std.dev,method,method.detail,net.diameter,net.length,mesh.size.(μm),biomass,size.frequency,reference,type.of.pub,data.origin,notes:
,Michigan,South Central (c-5),nr,nr,0,1965,spring,1-May,day,no details,1,,150,150,21.0,sr,Vertical Tow,0.5 m plankton net no 5 mesh,,,4000,no,no,McWilliam 1970,Thesis,Table 6,
,Michigan,South Central (c-5),nr,nr,0,1965,spring,17-May,day,no details,1,,150,150,39.0,sr,Vertical Tow,0.5 m plankton net no 5 mesh,,,4000,no,no,McWilliam 1970,Thesis,Table 6,
,Michigan,South Central (c-5),nr,nr,0,1965,spring,1-Jun,day,no details,1,,150,150,72.0,sr,Vertical Tow,0.5 m plankton net no 5 mesh,,,4000,no,no,McWilliam 1970,Thesis,Table 6,
,Michigan,South Central (c-5),nr,nr,0,1965,spring,29-Jun,day,no details,1,,150,150,64.0,sr,Vertical Tow,0.5 m plankton net no 5 mesh,,,4000,no,no,McWilliam 1970,Thesis,Table 6,
,Michigan,South Central (c-5),nr,nr,0,1965,summer,11-Aug,day,no details,1,,150,150,20.0,sr,Vertical Tow,0.5 m plankton net no 5 mesh,,,4000,no,no,McWilliam 1970,Thesis,Table 6,
,Michigan,South Central (c-5),nr,nr,0,1965,fall,7-Sep,day,no details,1,,150,150,33.0,sr,Vertical Tow,0.5 m plankton net no 5 mesh,,,4000,no,no,McWilliam 1970,Thesis,Table 6,
,Michigan,South Central (c-5),nr,nr,0,1965,fall,10-Oct,day,no details,1,,150,150,13.0,sr,Vertical Tow,0.5 m plankton net no 5 mesh,,,4000,no,no,McWilliam 1970,Thesis,Table 6,
,Michigan,South Central (c-5),nr,nr,0,1965,fall,6-Nov,day,no details,1,,150,150,166.0,sr,Vertical Tow,0.5 m plankton net no 5 mesh,,,4000,no,no,McWilliam 1970,Thesis,Table 6,
,Michigan,South Central (c-5),nr,nr,0,1966,spring,3-Mar,day,no details,1,,150,150,11.0,sr,Vertical Tow,0.5 m plankton net no 5 mesh,,,4000,no,no,McWilliam 1970,Thesis,Table 6,
,Michigan,South Central (c-5),nr,nr,0,1966,spring,14-Apr,day,no details,1,,150,150,31.0,sr,Vertical Tow,0.5 m plankton net no 5 mesh,,,4000,no,no,McWilliam 1970,Thesis,Table 6,
,Michigan,South Central (c-5),nr,nr,0,1966,spring,25-Apr,day,no details,1,,150,150,36.0,sr,Vertical Tow,0.5 m plankton net no 5 mesh,,,4000,no,no,McWilliam 1970,Thesis,Table 6,
,Michigan,South Central (c-5),nr,nr,0,1966,spring,16-May,day,no details,1,,150,150,60.0,sr,Vertical Tow,0.5 m plankton net no 5 mesh,,,4000,no,no,McWilliam 1970,Thesis,Table 6,
,Michigan,South Central (c-5),nr,nr,0,1966,spring,1-Jun,day,no details,1,,150,150,50.0,sr,Vertical Tow,0.5 m plankton net no 5 mesh,,,4000,no,no,McWilliam 1970,Thesis,Table 6,
,Michigan,South Central (c-5),nr,nr,0,1966,spring,22-Jun,day,no details,1,,150,150,73.0,sr,Vertical Tow,0.5 m plankton net no 5 mesh,,,4000,no,no,McWilliam 1970,Thesis,Table 6,
,Michigan,South Central (c-5),nr,nr,0,1966,summer,9-Aug,day,no details,1,,150,150,61.0,sr,Vertical Tow,0.5 m plankton net no 5 mesh,,,4000,no,no,McWilliam 1970,Thesis,Table 6,
,Michigan,South Central (c-5),nr,nr,0,1966,summer,29-Aug,day,no details,1,,150,150,73.0,sr,Vertical Tow,0.5 m plankton net no 5 mesh,,,4000,no,no,McWilliam 1970,Thesis,Table 6,
,Michigan,South Central (c-5),nr,nr,0,1966,fall,28-Sep,day,no details,1,,150,150,57.0,sr,Vertical Tow,0.5 m plankton net no 5 mesh,,,4000,no,no,McWilliam 1970,Thesis,Table 6,
,Michigan,North Central (E-3),nr,nr,0,1964,spring,16-May,day,no details,1,,260,260,136.0,sr,Vertical Tow,0.5 m plankton net no 5 mesh,,,4000,no,no,McWilliam 1970,Thesis,Table 7,
,Michigan,North Central (E-3),nr,nr,0,1964,spring,13-Jun,day,no details,1,,260,260,147.0,sr,Vertical Tow,0.5 m plankton net no 5 mesh,,,4000,no,no,McWilliam 1970,Thesis,Table 7,
,Michigan,North Central (E-3),nr,nr,0,1964,summer,14-Jul,day,no details,1,,260,260,98.0,sr,Vertical Tow,0.5 m plankton net no 5 mesh,,,4000,no,no,McWilliam 1970,Thesis,Table 7,
,Michigan,North Central (E-3),nr,nr,0,1964,summer,15-Aug,day,no details,1,,260,260,166.0,sr,Vertical Tow,0.5 m plankton net no 5 mesh,,,4000,no,no,McWilliam 1970,Thesis,Table 7,
,Michigan,North Central (E-3),nr,nr,0,1964,fall,16-Sep,day,no details,1,,260,260,188.0,sr,Vertical Tow,0.5 m plankton net no 5 mesh,,,4000,no,no,McWilliam 1970,Thesis,Table 7,
,Michigan,North Central (E-3),nr,nr,0,1964,fall,7-Nov,day,no details,1,,260,260,54.0,sr,Vertical Tow,0.5 m plankton net no 5 mesh,,,4000,no,no,McWilliam 1970,Thesis,Table 7,
,Michigan,North Central (E-3),nr,nr,0,1965,spring,20-Apr,day,no details,1,,260,260,121.0,sr,Vertical Tow,0.5 m plankton net no 5 mesh,,,4000,no,no,McWilliam 1970,Thesis,Table 7,
,Michigan,North Central (E-3),nr,nr,0,1965,spring,9-May,day,no details,1,,260,260,117.0,sr,Vertical Tow,0.5 m plankton net no 5 mesh,,,4000,no,no,McWilliam 1970,Thesis,Table 7,
,Michigan,North Central (E-3),nr,nr,0,1965,spring,25-May,day,no details,1,,260,260,124.0,sr,Vertical Tow,0.5 m plankton net no 5 mesh,,,4000,no,no,McWilliam 1970,Thesis,Table 7,
,Michigan,North Central (E-3),nr,nr,0,1965,spring,22-Jun,day,no details,1,,260,260,240.0,sr,Vertical Tow,0.5 m plankton net no 5 mesh,,,4000,no,no,McWilliam 1970,Thesis,Table 7,
,Michigan,North Central (E-3),nr,nr,0,1965,summer,18-Jul,day,no details,1,,260,260,255.0,sr,Vertical Tow,0.5 m plankton net no 5 mesh,,,4000,no,no,McWilliam 1970,Thesis,Table 7,
,Michigan,North Central (E-3),nr,nr,0,1965,summer,14-Aug,day,no details,1,,260,260,142.0,sr,Vertical Tow,0.5 m plankton net no 5 mesh,,,4000,no,no,McWilliam 1970,Thesis,Table 7,
,Michigan,North Central (E-3),nr,nr,0,1965,fall,16-Sep,day,no details,1,,260,260,25.0,sr,Vertical Tow,0.5 m plankton net no 5 mesh,,,4000,no,no,McWilliam 1970,Thesis,Table 7,
,Michigan,North Central (E-3),nr,nr,0,1965,fall,9-Nov,day,no details,1,,260,260,91.0,sr,Vertical Tow,0.5 m plankton net no 5 mesh,,,4000,no,no,McWilliam 1970,Thesis,Table 7,
,Michigan,North Central (E-3),nr,nr,0,1966,spring,6-Apr,day,no details,1,,260,260,149.0,sr,Vertical Tow,0.5 m plankton net no 5 mesh,,,4000,no,no,McWilliam 1970,Thesis,Table 7,
,Michigan,North Central (E-3),nr,nr,0,1966,spring,30-Apr,day,no details,1,,260,260,324.0,sr,Vertical Tow,0.5 m plankton net no 5 mesh,,,4000,no,no,McWilliam 1970,Thesis,Table 7,
,Michigan,North Central (E-3),nr,nr,0,1966,spring,18-May,day,no details,1,,260,260,238.0,sr,Vertical Tow,0.5 m plankton net no 5 mesh,,,4000,no,no,McWilliam 1970,Thesis,Table 7,
,Michigan,North Central (E-3),nr,nr,0,1966,spring,3-Jun,day,no details,1,,260,260,175.0,sr,Vertical Tow,0.5 m plankton net no 5 mesh,,,4000,no,no,McWilliam 1970,Thesis,Table 7,
,Michigan,North Central (E-3),nr,nr,0,1966,spring,29-Jun,day,no details,1,,260,260,211.0,sr,Vertical Tow,0.5 m plankton net no 5 mesh,,,4000,no,no,McWilliam 1970,Thesis,Table 7,
,Michigan,North Central (E-3),nr,nr,0,1966,summer,31-Aug,day,no details,1,,260,260,185.0,sr,Vertical Tow,0.5 m plankton net no 5 mesh,,,4000,no,no,McWilliam 1970,Thesis,Table 7,
,Michigan,North Central (E-3),nr,nr,0,1966,fall,2-Oct,day,no details,1,,260,260,182.0,sr,Vertical Tow,0.5 m plankton net no 5 mesh,,,4000,no,no,McWilliam 1970,Thesis,Table 7,
,Michigan,North Central (E-3),nr,nr,0,1966,fall,24-Oct,day,no details,1,,260,260,92.0,sr,Vertical Tow,0.5 m plankton net no 5 mesh,,,4000,no,no,McWilliam 1970,Thesis,Table 7,
,Michigan,North Central (E-3),nr,nr,0,1966,fall,7-Nov,day,no details,1,,260,260,133.0,sr,Vertical Tow,0.5 m plankton net no 5 mesh,,,4000,no,no,McWilliam 1970,Thesis,Table 7,
,Michigan,South Central (c-5),nr,nr,0,1967,spring,25-Apr,day,no details,1,,150,150,31.8,nr,Benthic Sled,triplicate sled tows of a 0.5 m diameter net towed for 10 minutes at approximately 2 knts,,,4000,no,no,McWilliam 1970,Thesis,Table 2,estimated density
,Michigan,South Central (c-5),nr,nr,0,1967,spring,5-May,day,no details,1,,150,150,9.8,nr,Benthic Sled,triplicate sled tows of a 0.5 m diameter net towed for 10 minutes at approximately 2 knts,,,4000,no,no,McWilliam 1970,Thesis,Table 2,estimated density
,Michigan,South Central (c-5),nr,nr,0,1967,spring,31-May,day,no details,1,,150,150,8.4,nr,Benthic Sled,triplicate sled tows of a 0.5 m diameter net towed for 10 minutes at approximately 2 knts,,,4000,no,no,McWilliam 1970,Thesis,Table 2,estimated density
,Michigan,South Central (c-5),nr,nr,0,1967,spring,17-Jun,day,no details,1,,150,150,10.2,nr,Benthic Sled,triplicate sled tows of a 0.5 m diameter net towed for 10 minutes at approximately 2 knts,,,4000,no,no,McWilliam 1970,Thesis,Table 2,estimated density
,Michigan,South Central (c-5),nr,nr,0,1967,summer,16-Jul,day,no details,1,,150,150,3.1,nr,Benthic Sled,triplicate sled tows of a 0.5 m diameter net towed for 10 minutes at approximately 2 knts,,,4000,no,no,McWilliam 1970,Thesis,Table 2,estimated density
,Michigan,South Central (c-5),nr,nr,0,1967,fall,2-Sep,day,no details,1,,150,150,4.0,nr,Benthic Sled,triplicate sled tows of a 0.5 m diameter net towed for 10 minutes at approximately 2 knts,,,4000,no,no,McWilliam 1970,Thesis,Table 2,estimated density
,Michigan,South Central (c-5),nr,nr,0,1967,fall,12-Oct,day,no details,1,,150,150,13.7,nr,Benthic Sled,triplicate sled tows of a 0.5 m diameter net towed for 10 minutes at approximately 2 knts,,,4000,no,no,McWilliam 1970,Thesis,Table 2,estimated density
,Michigan,South Central (c-5),nr,nr,0,1967,fall,7-Nov,day,no details,1,,150,150,14.9,nr,Benthic Sled,triplicate sled tows of a 0.5 m diameter net towed for 10 minutes at approximately 2 knts,,,4000,no,no,McWilliam 1970,Thesis,Table 2,estimated density
,Michigan,North Central (E-3),nr,nr,0,1967,spring,23-Apr,day,no details,1,,260,260,14.3,nr,Benthic Sled,triplicate sled tows of a 0.5 m diameter net towed for 10 minutes at approximately 2 knts,,,4000,no,no,McWilliam 1970,Thesis,Table 3,estimated density
,Michigan,North Central (E-3),nr,nr,0,1967,spring,7-May,day,no details,1,,260,260,1.5,nr,Benthic Sled,triplicate sled tows of a 0.5 m diameter net towed for 10 minutes at approximately 2 knts,,,4000,no,no,McWilliam 1970,Thesis,Table 3,estimated density
,Michigan,North Central (E-3),nr,nr,0,1967,spring,28-May,day,no details,1,,260,260,1.0,nr,Benthic Sled,triplicate sled tows of a 0.5 m diameter net towed for 10 minutes at approximately 2 knts,,,4000,no,no,McWilliam 1970,Thesis,Table 3,estimated density
,Michigan,North Central (E-3),nr,nr,0,1967,spring,15-Jun,day,no details,1,,260,260,2.0,nr,Benthic Sled,triplicate sled tows of a 0.5 m diameter net towed for 10 minutes at approximately 2 knts,,,4000,no,no,McWilliam 1970,Thesis,Table 3,estimated density
,Michigan,North Central (E-3),nr,nr,0,1967,summer,15-Jul,day,no details,1,,260,260,1.0,nr,Benthic Sled,triplicate sled tows of a 0.5 m diameter net towed for 10 minutes at approximately 2 knts,,,4000,no,no,McWilliam 1970,Thesis,Table 3,estimated density
,Michigan,North Central (E-3),nr,nr,0,1967,fall,1-Sep,day,no details,1,,260,260,0.8,nr,Benthic Sled,triplicate sled tows of a 0.5 m diameter net towed for 10 minutes at approximately 2 knts,,,4000,no,no,McWilliam 1970,Thesis,Table 3,estimated density
,Michigan,North Central (E-3),nr,nr,0,1967,fall,11-Oct,day,no details,1,,260,260,3.7,nr,Benthic Sled,triplicate sled tows of a 0.5 m diameter net towed for 10 minutes at approximately 2 knts,,,4000,no,no,McWilliam 1970,Thesis,Table 3,estimated density
,Michigan,North Central (E-3),nr,nr,0,1967,fall,8-Nov,day,no details,1,,260,260,1.2,nr,Benthic Sled,triplicate sled tows of a 0.5 m diameter net towed for 10 minutes at approximately 2 knts,,,4000,no,no,McWilliam 1970,Thesis,Table 3,estimated density
,Michigan,South Eastern,nr,nr,0,1970,summer,22-Aug,day,no details,79 drags,all months except feb/march,5,5,0.0,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1970,summer,22-Aug,day,no details,,,10,10,0.0,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1970,summer,22-Aug,day,no details,,,15,15,0.0,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1970,summer,22-Aug,day,no details,,,20,20,0.1,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1970,summer,22-Aug,day,no details,,,25,25,4.0,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1970,summer,22-Aug,day,no details,,,30,30,100.3,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1970,summer,22-Aug,day,no details,,,35,35,116.7,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1970,summer,22-Aug,day,no details,,,40,40,228.0,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1970,fall,16-Sep,day,no details,,,5,5,0.0,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1970,fall,16-Sep,day,no details,,,10,10,0.0,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1970,fall,16-Sep,day,no details,,,15,15,0.9,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1970,fall,16-Sep,day,no details,,,20,20,2.5,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1970,fall,16-Sep,day,no details,,,25,25,0.6,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1970,fall,16-Sep,day,no details,,,30,30,2.3,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1970,fall,16-Sep,day,no details,,,35,35,19.2,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1970,fall,16-Sep,day,no details,,,40,40,79.6,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1970,fall,12-Oct,day,no details,,,5,5,0.0,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1970,fall,12-Oct,day,no details,,,10,10,0.0,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1970,fall,12-Oct,day,no details,,,15,15,0.0,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1970,fall,12-Oct,day,no details,,,20,20,0.0,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1970,fall,12-Oct,day,no details,,,25,25,0.0,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1970,fall,12-Oct,day,no details,,,30,30,1.6,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1970,fall,12-Oct,day,no details,,,35,35,3.6,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1970,fall,12-Oct,day,no details,,,40,40,15.9,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1970,fall,12-Nov,day,no details,,,5,5,0.0,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1970,fall,12-Nov,day,no details,,,10,10,0.0,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1970,fall,12-Nov,day,no details,,,15,15,0.0,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1970,fall,12-Nov,day,no details,,,20,20,0.0,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1970,fall,12-Nov,day,no details,,,25,25,0.0,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1970,fall,12-Nov,day,no details,,,30,30,2.4,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1970,fall,12-Nov,day,no details,,,35,35,2.2,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1970,fall,12-Nov,day,no details,,,40,40,3.9,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1970,winter,15-Dec,day,no details,,,5,5,0.0,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1970,winter,15-Dec,day,no details,,,10,10,0.0,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1970,winter,15-Dec,day,no details,,,15,15,0.0,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1970,winter,15-Dec,day,no details,,,20,20,0.1,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1970,winter,15-Dec,day,no details,,,25,25,0.4,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1970,winter,15-Dec,day,no details,,,30,30,0.7,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1970,winter,15-Dec,day,no details,,,35,35,0.4,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1970,winter,15-Dec,day,no details,,,40,40,0.5,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1971,winter,11-Jan,day,no details,,,5,5,0.0,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1971,winter,11-Jan,day,no details,,,10,10,0.0,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1971,winter,11-Jan,day,no details,,,15,15,0.0,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1971,winter,11-Jan,day,no details,,,20,20,0.2,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1971,winter,11-Jan,day,no details,,,25,25,1.5,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1971,winter,11-Jan,day,no details,,,30,30,1.3,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1971,winter,11-Jan,day,no details,,,35,35,5.3,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1971,winter,11-Jan,day,no details,,,40,40,6.1,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1971,winter,11-Jan,day,no details,,,50,50,0.1,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1971,winter,11-Jan,day,no details,,,60,60,87.1,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1971,winter,11-Jan,day,no details,,,70,70,9.8,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1971,spring,6-Apr,day,no details,,,5,5,0.0,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1971,spring,6-Apr,day,no details,,,10,10,0.0,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1971,spring,6-Apr,day,no details,,,15,15,0.0,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1971,spring,6-Apr,day,no details,,,20,20,0.0,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1971,spring,6-Apr,day,no details,,,25,25,0.3,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1971,spring,6-Apr,day,no details,,,30,30,1.2,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1971,spring,6-Apr,day,no details,,,35,35,5.6,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1971,spring,6-Apr,day,no details,,,40,40,17.6,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1971,spring,6-Apr,day,no details,,,50,50,23.6,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1971,spring,6-Apr,day,no details,,,60,60,124.7,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
,Michigan,South Eastern,nr,nr,0,1971,spring,6-Apr,day,no details,,,70,70,60.3,nr,Benthic Sled,"Benthic Sled with 1m2 Plankton Net, 0.645mm",,,665,yes,yes,Reynolds et al. 1972,,Table 1,estimated density
